date,site,ndvi,evi
12/29/2009,wwtr,0.2658,0.1968
1/14/2010,wwtr,0.3162,0.235
1/30/2010,wwtr,0.3704,0.303
2/7/2010,wwtr,0.4354,0.3478
2/15/2010,wwtr,0.4228,0.3204
2/23/2010,wwtr,0.4092,0.3253
3/11/2010,wwtr,0.3731,0.2698
3/19/2010,wwtr,0.2697,0.1892
3/27/2010,wwtr,0.2374,0.1671
4/4/2010,wwtr,0.2194,0.1555
4/12/2010,wwtr,0.2409,0.167
4/20/2010,wwtr,0.1524,0.1213
4/28/2010,wwtr,0.1849,0.1336
5/6/2010,wwtr,0.1571,0.1093
5/14/2010,wwtr,0.1746,0.1251
5/22/2010,wwtr,0.1435,0.1065
5/30/2010,wwtr,0.1631,0.1142
6/7/2010,wwtr,0.1495,0.1082
6/15/2010,wwtr,0.1611,0.1164
6/23/2010,wwtr,0.1378,0.1004
7/1/2010,wwtr,0.1553,0.1114
7/9/2010,wwtr,0.1091,0.103
7/17/2010,wwtr,0.1476,0.1062
7/25/2010,wwtr,0.113,0.0952
8/10/2010,wwtr,0.137,0.0983
8/18/2010,wwtr,0.1378,0.1012
8/26/2010,wwtr,0.1034,0.0743
9/3/2010,wwtr,0.1472,0.1085
9/11/2010,wwtr,0.1111,0.0793
9/19/2010,wwtr,0.1515,0.1122
10/5/2010,wwtr,0.1486,0.111
10/13/2010,wwtr,0.1392,0.0954
10/29/2010,wwtr,0.2193,0.1177
11/14/2010,wwtr,0.2038,0.1395
11/22/2010,wwtr,0.2663,0.1839
12/8/2010,wwtr,0.2516,0.1823
12/24/2010,wwtr,0.2995,0.1868
1/1/2011,wwtr,0.3345,0.2225
1/17/2011,wwtr,0.4185,0.2945
2/2/2011,wwtr,0.3833,0.2725
2/10/2011,wwtr,0.3623,0.2502
2/18/2011,wwtr,0.3618,0.2572
3/6/2011,wwtr,0.392,0.2684
3/14/2011,wwtr,0.3323,0.2671
3/22/2011,wwtr,0.3515,0.2359
3/30/2011,wwtr,0.2718,0.2369
4/7/2011,wwtr,0.2435,0.1735
4/15/2011,wwtr,0.2227,0.1544
4/23/2011,wwtr,0.1707,0.1264
5/1/2011,wwtr,0.1935,0.1368
5/25/2011,wwtr,0.1625,0.1143
6/2/2011,wwtr,0.1798,0.1299
6/10/2011,wwtr,0.1496,0.105
6/18/2011,wwtr,0.174,0.1271
6/26/2011,wwtr,0.1439,0.1023
7/4/2011,wwtr,0.1598,0.1191
7/12/2011,wwtr,0.1513,0.1056
7/20/2011,wwtr,0.1603,0.1144
7/28/2011,wwtr,0.1332,0.0935
8/5/2011,wwtr,0.1678,0.1111
8/13/2011,wwtr,0.1252,0.0846
8/21/2011,wwtr,0.1532,0.1087
8/29/2011,wwtr,0.124,0.086
9/14/2011,wwtr,0.153,0.0988
9/22/2011,wwtr,0.1457,0.1115
9/30/2011,wwtr,0.1084,0.0932
10/8/2011,wwtr,0.1376,0.0907
10/16/2011,wwtr,0.12,0.0839
11/1/2011,wwtr,0.1202,0.0884
11/9/2011,wwtr,0.1386,0.0939
11/17/2011,wwtr,0.2025,0.1399
12/3/2011,wwtr,0.254,0.1812
12/19/2011,wwtr,0.2761,0.2088
1/4/2012,wwtr,0.1896,0.1267
1/20/2012,wwtr,0.1362,0.0943
2/5/2012,wwtr,0.1119,0.0763
2/21/2012,wwtr,0.1196,0.0829
3/8/2012,wwtr,0.1134,0.0799
4/9/2012,wwtr,0.1186,0.0892
5/11/2012,wwtr,0.1097,0.0824
5/27/2012,wwtr,0.0795,0.0596
6/12/2012,wwtr,0.0857,0.0659
6/28/2012,wwtr,0.0709,0.0544
7/14/2012,wwtr,0.0729,0.0541
7/30/2012,wwtr,0.0633,0.0515
8/15/2012,wwtr,0.071,0.0533
8/31/2012,wwtr,0.0908,0.0627
10/2/2012,wwtr,0.0806,0.0598
10/18/2012,wwtr,0.08,0.0644
11/19/2012,wwtr,0.0618,0.047
12/5/2012,wwtr,0.0689,0.0516
12/21/2012,wwtr,0.0716,0.0586
1/6/2013,wwtr,0.0932,0.0732
2/7/2013,wwtr,0.1111,0.0853
2/23/2013,wwtr,0.1781,0.1451
3/11/2013,wwtr,0.1584,0.1176
3/19/2013,wwtr,0.1466,0.1078
3/27/2013,wwtr,0.0922,0.0713
4/12/2013,wwtr,0.0895,0.0681
4/20/2013,wwtr,0.1029,0.0813
4/28/2013,wwtr,0.0713,0.0571
5/14/2013,wwtr,0.0718,0.0606
5/22/2013,wwtr,0.0979,0.0779
5/30/2013,wwtr,0.0647,0.0534
6/7/2013,wwtr,0.0993,0.0793
6/23/2013,wwtr,0.0967,0.0778
7/17/2013,wwtr,0.0742,0.0703
8/10/2013,wwtr,0.0989,0.0763
8/18/2013,wwtr,0.0497,0.0388
9/11/2013,wwtr,0.1106,0.0773
9/27/2013,wwtr,0.0865,0.0702
10/5/2013,wwtr,0.0722,0.06
10/13/2013,wwtr,0.0917,0.0713
10/21/2013,wwtr,0.0714,0.056
10/29/2013,wwtr,0.0925,0.0743
11/6/2013,wwtr,0.0527,0.0431
11/14/2013,wwtr,0.0851,0.0714
11/30/2013,wwtr,0.0984,0.0722
12/16/2013,wwtr,0.086,0.0811
1/1/2014,wwtr,0.0778,0.0658
1/17/2014,wwtr,0.0781,0.0662
2/2/2014,wwtr,0.0861,0.0726
2/10/2014,wwtr,0.0557,0.0475
2/18/2014,wwtr,0.0761,0.069
3/6/2014,wwtr,0.0927,0.0765
3/14/2014,wwtr,0.0937,0.0772
3/22/2014,wwtr,0.1579,0.1275
4/7/2014,wwtr,0.1899,0.1512
5/1/2014,wwtr,0.0948,0.0774
5/9/2014,wwtr,0.1189,0.0955
5/25/2014,wwtr,0.1041,0.0852
6/2/2014,wwtr,0.0733,0.0656
6/10/2014,wwtr,0.1019,0.0832
6/18/2014,wwtr,0.0572,0.0479
7/4/2014,wwtr,0.0628,0.0539
7/20/2014,wwtr,0.0628,0.0531
8/5/2014,wwtr,0.0851,0.0642
8/13/2014,wwtr,0.1162,0.0869
8/29/2014,wwtr,0.1048,0.08
9/14/2014,wwtr,0.1081,0.081
9/22/2014,wwtr,0.0726,0.0586
9/30/2014,wwtr,0.0942,0.0786
10/8/2014,wwtr,0.0677,0.0555
10/16/2014,wwtr,0.0992,0.0822
10/24/2014,wwtr,0.0659,0.0545
11/9/2014,wwtr,0.0728,0.0594
11/17/2014,wwtr,0.0865,0.0726
12/19/2014,wwtr,0.1444,0.0943
12/27/2014,wwtr,0.1519,0.1201
1/4/2015,wwtr,0.2272,0.1742
1/12/2015,wwtr,0.3341,0.1821
1/28/2015,wwtr,0.332,0.3255
2/5/2015,wwtr,0.5005,0.3764
2/13/2015,wwtr,0.3323,0.2455
2/21/2015,wwtr,0.2779,0.1717
3/9/2015,wwtr,0.3047,0.2125
3/17/2015,wwtr,0.1998,0.1562
3/25/2015,wwtr,0.2071,0.1489
4/2/2015,wwtr,0.1371,0.1007
4/18/2015,wwtr,0.1225,0.0915
4/26/2015,wwtr,0.1741,0.129
5/12/2015,wwtr,0.1587,0.1217
5/20/2015,wwtr,0.118,0.0894
5/28/2015,wwtr,0.1447,0.1125
6/5/2015,wwtr,0.1064,0.0835
6/13/2015,wwtr,0.1499,0.1148
6/21/2015,wwtr,0.0934,0.0749
6/29/2015,wwtr,0.1352,0.0953
7/15/2015,wwtr,0.1384,0.1057
7/23/2015,wwtr,0.1026,0.075
8/8/2015,wwtr,0.1086,0.0816
8/16/2015,wwtr,0.1295,0.097
8/24/2015,wwtr,0.0948,0.0721
9/1/2015,wwtr,0.13,0.1017
9/17/2015,wwtr,0.1284,0.0997
9/25/2015,wwtr,0.091,0.0731
10/3/2015,wwtr,0.1281,0.0986
10/27/2015,wwtr,0.1065,0.0779
11/12/2015,wwtr,0.1595,0.1276
11/20/2015,wwtr,0.1646,0.1244
11/28/2015,wwtr,0.1228,0.0925
12/6/2015,wwtr,0.1599,0.1011
12/30/2015,wwtr,0.1808,0.1375
1/7/2016,wwtr,0.5226,0.1887
2/8/2016,wwtr,0.542,0.4226
2/16/2016,wwtr,0.4404,0.3297
2/24/2016,wwtr,0.334,0.246
3/19/2016,wwtr,0.1423,0.1077
3/27/2016,wwtr,0.1665,0.1281
4/4/2016,wwtr,0.1317,0.0982
4/12/2016,wwtr,0.1682,0.1264
4/20/2016,wwtr,0.1044,0.0837
4/28/2016,wwtr,0.1504,0.1273
5/14/2016,wwtr,0.1392,0.1103
5/22/2016,wwtr,0.1037,0.0805
5/30/2016,wwtr,0.1315,0.1032
6/15/2016,wwtr,0.1256,0.0996
6/23/2016,wwtr,0.087,0.0699
7/1/2016,wwtr,0.1303,0.1025
7/9/2016,wwtr,0.0969,0.0795
7/17/2016,wwtr,0.12,0.0944
7/25/2016,wwtr,0.0747,0.0591
8/2/2016,wwtr,0.1232,0.0981
8/10/2016,wwtr,0.0991,0.0781
8/18/2016,wwtr,0.1194,0.0946
8/26/2016,wwtr,0.0873,0.0677
9/3/2016,wwtr,0.1136,0.0893
10/5/2016,wwtr,0.1334,0.1009
10/13/2016,wwtr,0.0898,0.0662
10/21/2016,wwtr,0.125,0.0953
11/6/2016,wwtr,0.1318,0.1012
11/14/2016,wwtr,0.1038,0.0774
11/22/2016,wwtr,0.1321,0.0997
11/30/2016,wwtr,0.1128,0.085
12/8/2016,wwtr,0.1404,0.1058
1/1/2017,wwtr,0.1944,0.1335
1/25/2017,wwtr,0.4467,0.283
2/10/2017,wwtr,0.4384,0.2614
2/26/2017,wwtr,0.5748,0.391
3/6/2017,wwtr,0.5122,0.3618
3/14/2017,wwtr,0.4878,0.3272
3/30/2017,wwtr,0.2824,0.1981
4/15/2017,wwtr,0.2358,0.1723
5/1/2017,wwtr,0.2107,0.1542
5/17/2017,wwtr,0.2119,0.1571
5/25/2017,wwtr,0.1588,0.1138
6/2/2017,wwtr,0.2069,0.1503
6/10/2017,wwtr,0.1552,0.1083
6/18/2017,wwtr,0.1886,0.139
6/26/2017,wwtr,0.1531,0.1104
7/4/2017,wwtr,0.1878,0.1386
7/12/2017,wwtr,0.14,0.1009
7/20/2017,wwtr,0.2007,0.146
7/28/2017,wwtr,0.1378,0.0995
8/5/2017,wwtr,0.2229,0.1557
8/13/2017,wwtr,0.165,0.1136
8/21/2017,wwtr,0.2023,0.128
8/29/2017,wwtr,0.1486,0.1043
9/6/2017,wwtr,0.2068,0.1491
9/14/2017,wwtr,0.1526,0.108
9/22/2017,wwtr,0.1925,0.1407
10/8/2017,wwtr,0.1885,0.1379
10/16/2017,wwtr,0.1504,0.1041
10/24/2017,wwtr,0.1932,0.1396
11/1/2017,wwtr,0.1345,0.094
11/9/2017,wwtr,0.1873,0.1346
11/17/2017,wwtr,0.1624,0.1188
11/25/2017,wwtr,0.2081,0.1465
12/3/2017,wwtr,0.1553,0.1093
12/11/2017,wwtr,0.1969,0.1461
12/19/2017,wwtr,0.1521,0.1057
12/27/2017,wwtr,0.195,0.1386
1/4/2018,wwtr,0.1445,0.0984
1/20/2018,wwtr,0.2145,0.1508
1/28/2018,wwtr,0.2973,0.2193
2/5/2018,wwtr,0.3073,0.2228
2/13/2018,wwtr,0.3509,0.2694
3/1/2018,wwtr,0.3374,0.2472
3/9/2018,wwtr,0.2652,0.1895
3/17/2018,wwtr,0.3289,0.269
3/25/2018,wwtr,0.2919,0.2137
4/2/2018,wwtr,0.2428,0.1709
4/10/2018,wwtr,0.1803,0.1313
4/18/2018,wwtr,0.1911,0.1411
5/4/2018,wwtr,0.1775,0.131
5/12/2018,wwtr,0.1235,0.0931
5/20/2018,wwtr,0.1636,0.1239
5/28/2018,wwtr,0.1288,0.095
6/5/2018,wwtr,0.1629,0.1196
6/13/2018,wwtr,0.1341,0.1021
6/21/2018,wwtr,0.1616,0.1203
7/7/2018,wwtr,0.1662,0.122
7/15/2018,wwtr,0.116,0.0862
7/23/2018,wwtr,0.1743,0.1257
8/8/2018,wwtr,0.1714,0.1236
8/16/2018,wwtr,0.1126,0.0833
8/24/2018,wwtr,0.1698,0.124
9/1/2018,wwtr,0.1243,0.0885
9/9/2018,wwtr,0.1698,0.1244
9/17/2018,wwtr,0.1218,0.0854
9/25/2018,wwtr,0.165,0.1217
10/3/2018,wwtr,0.1234,0.0892
10/11/2018,wwtr,0.1727,0.1249
10/19/2018,wwtr,0.1397,0.0934
10/27/2018,wwtr,0.1686,0.1206
11/12/2018,wwtr,0.1611,0.1168
11/20/2018,wwtr,0.1338,0.0929
11/28/2018,wwtr,0.1671,0.1209
12/30/2018,wwtr,0.3308,0.2396
1/7/2019,wwtr,0.2759,0.2296
1/31/2019,wwtr,0.5458,0.3978
2/16/2019,wwtr,0.5878,0.3954
2/24/2019,wwtr,0.5305,0.3971
3/4/2019,wwtr,0.5203,0.3432
3/12/2019,wwtr,0.5182,0.3545
3/28/2019,wwtr,0.3741,0.2661
4/5/2019,wwtr,0.2987,0.1971
4/13/2019,wwtr,0.2299,0.1508
4/21/2019,wwtr,0.261,0.18
4/29/2019,wwtr,0.2035,0.1567
5/7/2019,wwtr,0.253,0.1803
5/15/2019,wwtr,0.174,0.1448
6/8/2019,wwtr,0.2208,0.158
6/24/2019,wwtr,0.2122,0.1499
7/2/2019,wwtr,0.1658,0.1166
7/10/2019,wwtr,0.207,0.1493
7/18/2019,wwtr,0.1516,0.1063
7/26/2019,wwtr,0.2244,0.1553
8/3/2019,wwtr,0.1547,0.1078
8/11/2019,wwtr,0.2072,0.1488
8/19/2019,wwtr,0.1726,0.1227
8/27/2019,wwtr,0.205,0.1457
9/4/2019,wwtr,0.1613,0.1066
9/12/2019,wwtr,0.2233,0.1569
9/20/2019,wwtr,0.172,0.1174
9/28/2019,wwtr,0.2207,0.1576
10/6/2019,wwtr,0.176,0.1211
10/14/2019,wwtr,0.2023,0.147
10/22/2019,wwtr,0.164,0.1138
11/7/2019,wwtr,0.1545,0.1045
11/15/2019,wwtr,0.2126,0.1614
11/23/2019,wwtr,0.1894,0.129
12/9/2019,wwtr,0.2471,0.1563
12/25/2019,wwtr,0.3391,0.2465
1/2/2020,wwtr,0.4457,0.2967
1/10/2020,wwtr,0.4269,0.3031
1/18/2020,wwtr,0.5084,0.3455
2/11/2020,wwtr,0.439,0.3058
2/19/2020,wwtr,0.3726,0.2487
2/27/2020,wwtr,0.2599,0.1822
3/6/2020,wwtr,0.2616,0.1892
3/22/2020,wwtr,0.2808,0.1983
3/30/2020,wwtr,0.2768,0.1792
4/23/2020,wwtr,0.3065,0.1886
5/1/2020,wwtr,0.1978,0.1308
5/9/2020,wwtr,0.215,0.1432
5/25/2020,wwtr,0.2038,0.136
6/10/2020,wwtr,0.1928,0.1264
6/26/2020,wwtr,0.1832,0.1255
7/4/2020,wwtr,0.1448,0.0971
7/12/2020,wwtr,0.1797,0.1205
7/20/2020,wwtr,0.1338,0.0929
7/28/2020,wwtr,0.174,0.1201
8/5/2020,wwtr,0.1227,0.0832
8/29/2020,wwtr,0.1719,0.1163
9/6/2020,wwtr,0.1225,0.0844
9/14/2020,wwtr,0.1582,0.1099
9/22/2020,wwtr,0.1305,0.0906
9/30/2020,wwtr,0.1663,0.1151
10/8/2020,wwtr,0.1413,0.0978
10/16/2020,wwtr,0.1628,0.1128
11/9/2020,wwtr,0.1533,0.0995
11/17/2020,wwtr,0.169,0.1128
11/25/2020,wwtr,0.1353,0.0923
12/3/2020,wwtr,0.1665,0.114
12/19/2020,wwtr,0.1641,0.1112
1/4/2021,wwtr,0.2219,0.1469
1/12/2021,wwtr,0.2168,0.1511
1/28/2021,wwtr,0.2476,0.1896
2/5/2021,wwtr,0.4101,0.2915
2/13/2021,wwtr,0.312,0.2272
2/21/2021,wwtr,0.2704,0.1819
3/1/2021,wwtr,0.1685,0.112
3/17/2021,wwtr,0.2142,0.1443
3/25/2021,wwtr,0.2256,0.1768
4/10/2021,wwtr,0.1597,0.1119
4/18/2021,wwtr,0.1342,0.0956
5/4/2021,wwtr,0.141,0.102
5/12/2021,wwtr,0.1589,0.1137
5/28/2021,wwtr,0.1466,0.1055
6/5/2021,wwtr,0.1186,0.0875
6/13/2021,wwtr,0.1438,0.1074
7/7/2021,wwtr,0.108,0.0754
7/15/2021,wwtr,0.1459,0.1038
7/31/2021,wwtr,0.1751,0.1204
8/8/2021,wwtr,0.1309,0.0918
8/16/2021,wwtr,0.1701,0.1131
9/1/2021,wwtr,0.1601,0.1155
9/9/2021,wwtr,0.1039,0.0762
9/17/2021,wwtr,0.1599,0.11
10/3/2021,wwtr,0.1428,0.105
10/11/2021,wwtr,0.1054,0.0723
10/19/2021,wwtr,0.141,0.1039
10/27/2021,wwtr,0.1322,0.0909
11/4/2021,wwtr,0.1374,0.1006
11/8/2021,wwtr,0.1337,0.1008
11/12/2021,wwtr,0.097,0.072
11/18/2021,wwtr,0.1222,0.0929
11/23/2021,wwtr,0.144,0.0469
11/28/2021,wwtr,0.109,0.0825
12/22/2021,wwtr,0.1667,0.1179
1/7/2022,wwtr,0.2766,0.1983
1/23/2022,wwtr,0.5164,0.3907
1/31/2022,wwtr,0.3078,0.2802
2/8/2022,wwtr,0.4414,0.3285
2/16/2022,wwtr,0.319,0.227
2/24/2022,wwtr,0.3133,0.1939
3/12/2022,wwtr,0.2879,0.1965
3/20/2022,wwtr,0.2146,0.1525
3/28/2022,wwtr,0.2001,0.1503
3/29/2022,wwtr,0.1877,0.1388
4/5/2022,wwtr,0.1862,0.1335
4/13/2022,wwtr,0.1716,0.1241
4/21/2022,wwtr,0.1641,0.1206
4/29/2022,wwtr,0.1669,0.1206
5/7/2022,wwtr,0.1553,0.1145
5/13/2022,wwtr,0.1461,0.1048
5/15/2022,wwtr,0.1565,0.1178
5/23/2022,wwtr,0.151,0.1139
5/30/2022,wwtr,0.1247,0.0914
5/31/2022,wwtr,0.1505,0.1145
6/8/2022,wwtr,0.1496,0.114
6/11/2022,wwtr,0.1224,0.0955
6/16/2022,wwtr,0.1468,0.1084
6/24/2022,wwtr,0.1642,0.1164
7/2/2022,wwtr,0.1502,0.1083
7/3/2022,wwtr,0.13,0.0889
7/10/2022,wwtr,0.1505,0.1093
7/15/2022,wwtr,0.1085,0.0788
7/18/2022,wwtr,0.1474,0.1083
7/26/2022,wwtr,0.1482,0.1079
8/1/2022,wwtr,0.1148,0.0849
8/3/2022,wwtr,0.1663,0.1192
8/6/2022,wwtr,0.1359,0.0892
8/11/2022,wwtr,0.1536,0.1082
8/18/2022,wwtr,0.0855,0.0676
8/23/2022,wwtr,0.1075,0.0743
8/27/2022,wwtr,0.1468,0.1045
9/12/2022,wwtr,0.166,0.1312
9/20/2022,wwtr,0.1479,0.109
9/21/2022,wwtr,0.1274,0.0948
9/26/2022,wwtr,0.1209,0.0848
9/28/2022,wwtr,0.17,0.0632
10/6/2022,wwtr,0.1486,0.1058
10/13/2022,wwtr,0.1244,0.0867
10/14/2022,wwtr,0.1401,0.1051
10/22/2022,wwtr,0.1482,0.1079
10/30/2022,wwtr,0.1327,0.0989
11/7/2022,wwtr,0.1346,0.103
11/11/2022,wwtr,0.0841,0.0444
11/15/2022,wwtr,0.1572,0.1107
11/16/2022,wwtr,0.1721,0.118
11/23/2022,wwtr,0.1935,0.1352
12/1/2022,wwtr,0.2707,0.1776
12/9/2022,wwtr,0.3577,0.2569
12/25/2022,wwtr,0.5047,0.3623
1/2/2023,wwtr,0.5934,0.3903
1/6/2023,wwtr,0.6052,0.37
1/18/2023,wwtr,0.6869,0.4677
1/23/2023,wwtr,0.6663,0.4797
2/9/2023,wwtr,0.656,0.4787
2/11/2023,wwtr,0.6094,0.4299
2/19/2023,wwtr,0.5427,0.3658
3/3/2023,wwtr,0.4685,0.3191
3/7/2023,wwtr,0.5073,0.3478
3/23/2023,wwtr,0.4855,0.2878
3/31/2023,wwtr,0.4693,0.2309
4/8/2023,wwtr,0.3559,0.2255
4/11/2023,wwtr,0.321,0.2132
4/16/2023,wwtr,0.3071,0.1935
4/24/2023,wwtr,0.2558,0.1746
5/2/2023,wwtr,0.2378,0.1651
5/8/2023,wwtr,0.2036,0.1298
5/10/2023,wwtr,0.244,0.1737
5/18/2023,wwtr,0.2269,0.158
5/25/2023,wwtr,0.1961,0.1303
5/26/2023,wwtr,0.2217,0.1549
5/30/2023,wwtr,0.2295,0.1472
6/3/2023,wwtr,0.2219,0.155
6/11/2023,wwtr,0.2188,0.1551
6/19/2023,wwtr,0.2118,0.1488
6/27/2023,wwtr,0.2037,0.1446
7/5/2023,wwtr,0.1985,0.1413
7/8/2023,wwtr,0.2029,0.1376
7/13/2023,wwtr,0.1845,0.117
7/21/2023,wwtr,0.2027,0.1426
7/29/2023,wwtr,0.2112,0.1584
8/4/2023,wwtr,0.1739,0.1114
8/6/2023,wwtr,0.2018,0.1418
8/14/2023,wwtr,0.2078,0.1464
8/22/2023,wwtr,0.218,0.138
8/26/2023,wwtr,0.1807,0.1181
8/30/2023,wwtr,0.2093,0.145
8/31/2023,wwtr,0.1738,0.116
9/7/2023,wwtr,0.2104,0.1456
9/15/2023,wwtr,0.2516,0.1793
9/22/2023,wwtr,0.2005,0.141
9/23/2023,wwtr,0.2802,0.1991
9/27/2023,wwtr,0.3072,0.2313
10/1/2023,wwtr,0.3074,0.229
10/9/2023,wwtr,0.3015,0.2193
10/17/2023,wwtr,0.2886,0.2089
10/19/2023,wwtr,0.2686,0.1895
10/25/2023,wwtr,0.2931,0.2076
11/2/2023,wwtr,0.2771,0.2025
11/18/2023,wwtr,0.3026,0.2119
11/20/2023,wwtr,0.3143,0.2165
12/12/2023,wwtr,0.2722,0.1899
